Year,ProductionMonth,UID,CondINJ,Flare,Fuel,FuelINJ,GasConfidential,Method,Oil,Operation,Operator,Region,SOR,Scheme,SolutionGas,SteamINJ,Vent
2018,2018-04,17,,18.3,4552,,321.7,CSS,5217,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.587401997,PeaceRiver,551.3,39581.2,
2015,2015-02,16,,112.3,10040,,,SAGD,5331,PGFLB,Pengrowth,Cold Lake,22.28920318,Lindbergh,1276.2,118828.2,
2019,2019-07,17,,59.1,6586,,314.7,CSS,5376,CNULPR,Canadian Natural Upgrading Limited,Peace River,13.80446065,PeaceRiver,768.3,74211.4,
2018,2018-11,17,,4.9,7756,,401.4,CSS,6567,CNULPR,Canadian Natural Upgrading Limited,Peace River,11.91339506,PeaceRiver,1141.7,78230.5,
2015,2015-04,8,,16.1,16148,,,SAGD,7803,HSESR,Husky,Athabasca,23.50350511,Sunrise,117.4,183395.5,
2019,2019-01,17,,4.6,7751,,349,CSS,8064,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.817989037,PeaceRiver,921.4,71106.5,
2018,2018-10,17,,8.6,11435,,475.6,CSS,8896,CNULPR,Canadian Natural Upgrading Limited,Peace River,14.39921313,PeaceRiver,1163.7,128095.4,
2017,2017-06,14,,,13571,,,SAGD,9116,SHAMR,Petrochina Canada Ltd.,Athabasca,19.33556024,Mackay River(Brion),18.3,"176,259",
2018,2018-12,17,,5.1,6344,,313.9,CSS,9554,CNULPR,Canadian Natural Upgrading Limited,Peace River,6.217480505,PeaceRiver,874.1,59398.7,0.1
2016,2016-05,15,,12.3,7214,,,SAGD,9765,AOCHS,AOC,Athabasca,10.34024947,Hangingstone,19.5,100968.4,
2018,2018-03,17,,4.8,9433,,547.3,CSS,10513,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.822864154,PeaceRiver,889.3,92758.3,
2019,2019-02,17,,4.5,8486,,334.1,CSS,10516,CNULPR,Canadian Natural Upgrading Limited,Peace River,15.20057435,PeaceRiver,1169.8,159853.8,
2017,2017-08,21,,,11333,134.7,,SAGD,10809,JCOS,Japan Canada Oil Sands Limited,Athabasca,12.48322278,Hangingstone,97.3,134934.9,
2015,2015-08,15,,,9632,,,SAGD,11054,AOCHS,AOC,Athabasca,13.14683505,Hangingstone,55.3,145323.8,
2016,2016-05,7,,3184,2233,,3579.9,SAGD,11062,CNOOCLK,Nexen,Athabasca,5.993165669,LongLake,271.5,66295.2,
2018,2018-06,17,,7.2,15566,,602.9,CSS,12920,CNULPR,Canadian Natural Upgrading Limited,Peace River,14.11392327,PeaceRiver,1212.3,182353.3,
2018,2018-01,17,,6.3,17171,,575.4,CSS,15314,CNULPR,Canadian Natural Upgrading Limited,Peace River,12.69530893,PeaceRiver,1153.5,194418.5,
2019,2019-03,17,,156.5,9244,,637,CSS,15538,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.651070293,PeaceRiver,1297,87805.2,
2018,2018-02,17,,4.6,14094,,334.2,CSS,16340,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.782788566,PeaceRiver,1169.8,159853.7,
2015,2015-09,15,,,9788,,,SAGD,16538,AOCHS,AOC,Athabasca,8.907896408,Hangingstone,82.8,147317.9,
2015,2015-03,16,,40.6,10309,,,SAGD,16598,PGFLB,Pengrowth,Cold Lake,6.934490923,Lindbergh,1199.5,115096.6,
2016,2016-05,18,,,1368,,713.7,SAGD,16732,SUMR,Suncor,Athabasca,2.7543435,MackayRiver,16.7,46085.4,
2016,2016-06,18,,,5765,,240.2,SAGD,16739,SUMR,Suncor,Athabasca,3.319635112,MackayRiver,16.7,55568.7,2.4
2019,2019-12,17,,79.8,10792,,550.1,CSS,17113,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.494968737,PeaceRiver,1188.8,128261.4,
2017,2017-10,17,,11.9,14587,,596.2,CSS,18048,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.464060327,PeaceRiver,1634.9,170810.2,
2015,2015-05,8,,28.3,19510,,,SAGD,18584,HSESR,Husky,Athabasca,12.8745971,Sunrise,591.2,239262.8,
2019,2019-08,17,,11.9,7773,,498.7,CSS,18831,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.476933698,PeaceRiver,1064.3,84302.9,
2018,2018-09,17,,10.1,15507,,401.1,CSS,19076,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.752744257,PeaceRiver,1784.9,186045.3,
2017,2017-12,17,,11,16326,,610.1,CSS,19269,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.748702593,PeaceRiver,850.7,187849.7,
2018,2018-05,17,,3.7,14793,,451.4,CSS,19871,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.636224102,PeaceRiver,1598.6,171613,
2018,2018-08,17,,18.4,15507,,314.8,CSS,19876,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.398423232,PeaceRiver,1937.3,186804,
2018,2018-07,17,,22.7,15540,,424.2,CSS,20179,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.349871651,PeaceRiver,2037.1,188674.8,
2019,2019-11,17,,50.4,12836,,566.8,CSS,20231,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.548221744,PeaceRiver,1381.8,152704.3,
2017,2017-11,17,,11.5,14701,,493,CSS,20307,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.571562935,PeaceRiver,1403,174065.3,
2015,2015-02,17,,49.4,14315,,,CSS,20424,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.258932113,PeaceRiver,713.8,148252.8,
2017,2017-09,17,,7.2,16510,,626.6,CSS,20659,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.692599244,PeaceRiver,1526.1,200236.5,
2015,2015-01,17,,60.8,14744,,,CSS,20863,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.213138091,PeaceRiver,1459.9,150487.7,
2015,2015-10,17,,67.6,10385,,,CSS,21077,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.262829272,PeaceRiver,1780.3,110923.6,
2016,2016-02,19,,15.4,10423,235.7,,SAGD,21362,COGGD,Connacher Oil And Gas Limited,Athabasca,5.768323339,GreatDivide,341.3,123223.5,2.1
2015,2015-06,17,,25.2,9520,,,CSS,21424,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.822560469,PeaceRiver,1539.8,103319.5,
2017,2017-08,17,,9.5,15767,,547.8,CSS,21504,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.992452567,PeaceRiver,1663,193373.7,
2017,2017-09,21,,,10347,168.1,,SAGD,21905,JCOS,Japan Canada Oil Sands Limited,Athabasca,6.299940653,Hangingstone,151,138000.2,
2015,2015-06,8,,17.3,21580,,,SAGD,22009,HSESR,Husky,Athabasca,12.58507583,Sunrise,228.5,276979.9,
2015,2015-11,17,,12.3,10949,,,CSS,22378,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.950706271,PeaceRiver,1642,110787.4,
2015,2015-09,17,,21.7,11280,,,CSS,22455,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.762992652,PeaceRiver,1888.2,129408,0.6
2016,2016-06,17,,39.7,9081,,,CSS,22863,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.338456559,PeaceRiver,1919.4,99191,
2015,2015-06,20,,225.2,4640,,,SAGD,22884,OSUM,Osum,Cold Lake,2.685806426,Orion,1220.3,61462.8,
2015,2015-10,15,,,10550,,,SAGD,22905,AOCHS,AOC,Athabasca,6.649745905,Hangingstone,114.5,152311.1,
2017,2017-04,17,,5.5,10541,,612,CSS,22957,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.984035649,PeaceRiver,1908.9,114420.5,
2016,2016-05,8,,35.3,13428,,,SAGD,23082,HSESR,Husky,Athabasca,7.158698525,Sunrise,232.6,165233.5,
2017,2017-06,17,,2.7,10186,,657,CSS,23279,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.83659951,PeaceRiver,1868,112591.2,
2018,2018-12,19,,42.7,9989,,2338.2,SAGD,23654,COGGD,Connacher Oil And Gas Limited,Athabasca,6.148629167,GreatDivide,250.8,145436.6,
2015,2015-11,15,,41,10307,,,SAGD,23782,AOCHS,AOC,Athabasca,6.223905073,Hangingstone,118.9,148019.4,
2015,2015-03,17,,29.9,12228,,,CSS,23910,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.028017332,PeaceRiver,1696.1,120220.9,
2016,2016-02,17,,10.2,11074,,,CSS,24006,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.961789515,PeaceRiver,1938.2,119115.2,
2017,2017-02,17,,6.6,10379,,527.5,CSS,24142,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.330259915,PeaceRiver,1570.8,104543.3,
2016,2016-03,19,,23.3,11291,219.3,,SAGD,24515,COGGD,Connacher Oil And Gas Limited,Athabasca,5.42385997,GreatDivide,561.6,132964.3,
2017,2017-05,17,,14.8,10829,,642.4,CSS,24533,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.776198978,PeaceRiver,2070,117176.4,
2016,2016-05,17,,10.4,11093,,,CSS,24625,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.143761574,PeaceRiver,2040,126664.1,
2016,2016-07,17,,21.1,10854,,,CSS,24730,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.736013166,PeaceRiver,2074.5,117123.5,
2015,2015-04,17,,20.7,11702,,,CSS,24781,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.905928688,PeaceRiver,1861.3,121574.8,
2017,2017-07,14,,,14212,,,SAGD,24979,SHAMR,Petrochina Canada Ltd.,Athabasca,7.531437905,Mackay River(Brion),50,"188,131",
2019,2019-04,17,,36,9989,,704.4,CSS,25058,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.272706593,PeaceRiver,1638.7,107064.2,
2016,2016-11,17,,6.3,11050,,,CSS,25092,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.693335618,PeaceRiver,1845.7,117763.3,
2017,2017-03,17,,3.7,11106,,579.5,CSS,25152,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.355723509,PeaceRiver,1543.8,109556.9,
2015,2015-12,17,,7,12342,,,CSS,25220,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.056400577,PeaceRiver,2037.8,127520.4,
2015,2015-07,17,,17.7,10862,,,CSS,25230,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.67393717,PeaceRiver,2008.9,117922.5,
2016,2016-12,17,,33.6,12142,,,CSS,25483,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.844296197,PeaceRiver,1845.8,123447.2,
2015,2015-08,17,,3.9,11446,,,CSS,25513,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.076567908,PeaceRiver,2106.3,129520,
2017,2017-07,17,,2.3,12777,,690.4,CSS,25585,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.743659296,PeaceRiver,1766.4,146949.8,
2016,2016-01,17,,7.6,11959,,,CSS,25746,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.876485188,PeaceRiver,1954.8,125549.5,
2017,2017-01,17,,6.8,11627,,462.4,CSS,26122,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.652340026,PeaceRiver,2113.5,121526.1,
2015,2015-05,17,,19,11444,,,CSS,26416,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.897136151,PeaceRiver,2182.2,129360.3,
2016,2016-08,17,,5.4,11088,,,CSS,26425,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.688636011,PeaceRiver,2184.4,123895.8,
2016,2016-09,17,,5.9,11071,,,CSS,26742,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.721918915,PeaceRiver,2206.5,126274.5,
2016,2016-10,17,,11.2,11669,,,CSS,26769,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.788480001,PeaceRiver,2229,128183.3,
2016,2016-03,17,,8.7,11824,,,CSS,26788,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.598381371,PeaceRiver,2192,123181.9,
2019,2019-10,17,,28.4,13358,,635.7,CSS,27077,CNULPR,Canadian Natural Upgrading Limited,Peace River,6.018743121,PeaceRiver,1762,162967.1,
2016,2016-02,20,,35.2,8169,28.2,,SAGD,27244,OSUM,Osum,Cold Lake,4.384197505,Orion,1209.4,119442.2,
2016,2016-04,17,,15.9,11366,,,CSS,27644,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.377559289,PeaceRiver,2153.9,121015,
2019,2019-09,17,,30.3,12384,,614.6,CSS,28134,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.175345494,PeaceRiver,1612.9,145601.1,
2019,2019-06,17,,118.8,8292,,647.4,CSS,29156,CNULPR,Canadian Natural Upgrading Limited,Peace River,3.304598647,PeaceRiver,1718.8,96350.2,
2019,2019-12,18,,,2824,345.7,1269.4,SAGD,29674,SUMR,Suncor,Athabasca,3.063301633,MackayRiver,29.7,90899.8,
2015,2015-06,7,44.2,69.6,5292,377.2,2855.4,SAGD,29991,CNOOCLK,Nexen,Athabasca,1.885087711,LongLake,263.2,56535.1,
2016,2016-04,15,,5.8,10343,,,SAGD,31090,AOCHS,AOC,Athabasca,4.740349884,Hangingstone,62.2,147378.9,
2018,2018-12,14,,,19782,2390.6,,SAGD,31097,SHAMR,Petrochina Canada Ltd.,Athabasca,7.949766051,Mackay River(Brion),62.2,"247,210",
2019,2019-05,17,,95,10953,,663.9,CSS,31249,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.06395507,PeaceRiver,1923.1,126992.5,
2015,2015-07,8,,8.3,24311,,,SAGD,31258,HSESR,Husky,Athabasca,9.850637925,Sunrise,424.1,307907.3,
2018,2018-06,14,,,20009,,,SAGD,31372,SHAMR,Petrochina Canada Ltd.,Athabasca,9.07652414,Mackay River(Brion),62.8,"284,747",
2018,2018-11,14,,,19665,2400,,SAGD,32004,SHAMR,Petrochina Canada Ltd.,Athabasca,7.926718535,Mackay River(Brion),64.1,"253,687",
2019,2019-02,14,,,17625,2400.6,,SAGD,32006,SHAMR,Petrochina Canada Ltd.,Athabasca,7.065147567,Mackay River(Brion),64.1,"226,126",0.1
2015,2015-01,20,,143.3,6077,,,SAGD,32068,OSUM,Osum,Cold Lake,2.611948211,Orion,1117.3,83761,
2018,2018-11,19,,82.1,10827,,2393.4,SAGD,32100,COGGD,Connacher Oil And Gas Limited,Athabasca,4.894964423,GreatDivide,309.6,157126.4,
2016,2016-04,20,,52.2,8955,677.9,,SAGD,32123,OSUM,Osum,Cold Lake,4.290206394,Orion,1085.6,137814.3,0.1
2016,2016-03,20,,39.8,9459,648.1,,SAGD,32323,OSUM,Osum,Cold Lake,4.492997138,Orion,966.2,145224.9,
2015,2015-12,20,,25.8,9974,,,SAGD,32447,OSUM,Osum,Cold Lake,4.433011265,Orion,1593.5,143835.7,
2019,2019-05,15,,,10287,,,SAGD,32593,AOCHS,AOC,Athabasca,5.090897934,Hangingstone,65.2,165925.6,
2015,2015-11,20,,85.4,9605,,,SAGD,32641,OSUM,Osum,Cold Lake,4.226961349,Orion,1724.4,137971.4,
2018,2018-11,15,,,11420,,,SAGD,32787,AOCHS,AOC,Athabasca,5.284952222,Hangingstone,65.6,173277.2,
2016,2016-09,20,,46.1,8777,2.9,,SAGD,32886,OSUM,Osum,Cold Lake,4.113224472,Orion,1043,135267.5,
2018,2018-09,14,,,20013,833.3,,SAGD,33081,SHAMR,Petrochina Canada Ltd.,Athabasca,8.285822678,Mackay River(Brion),66.2,"274,103",
2016,2016-02,15,,2.5,12263,,,SAGD,33492,AOCHS,AOC,Athabasca,5.45078585,Hangingstone,167.5,182559.9,
2016,2016-01,15,,1.5,12251,,,SAGD,33634,AOCHS,AOC,Athabasca,5.430742701,Hangingstone,168.2,182657.6,
2018,2018-07,14,,,21865,,,SAGD,33677,SHAMR,Petrochina Canada Ltd.,Athabasca,9.173030498,Mackay River(Brion),67.4,"308,923",1.7
2016,2016-03,15,,2,12346,,,SAGD,33837,AOCHS,AOC,Athabasca,5.385099152,Hangingstone,169.2,182215.6,
2018,2018-08,14,,,20707,,,SAGD,33932,SHAMR,Petrochina Canada Ltd.,Athabasca,8.5576205,Mackay River(Brion),67.9,"290,373",
2017,2017-08,14,,,13877,,,SAGD,33974,SHAMR,Petrochina Canada Ltd.,Athabasca,5.275797009,Mackay River(Brion),68,"179,239",
2018,2018-09,11,,40.5,11160,,,SAGD,34410,HSETL,Husky,Cold Lake,4.338252432,TuckerLake,1243.2,149279.7,
2017,2017-02,20,,0.2,10873,,,SAGD,34557,OSUM,Osum,Cold Lake,4.673845103,Orion,1142.6,161515,
2016,2016-05,20,,47,9566,278.5,,SAGD,34593,OSUM,Osum,Cold Lake,4.309408316,Orion,1080.7,149074.5,
2017,2017-06,20,,71.8,10715,,,SAGD,34624,OSUM,Osum,Cold Lake,4.571013497,Orion,1137.9,158265.4,
2018,2018-10,14,,,20661,2473.3,,SAGD,35088,SHAMR,Petrochina Canada Ltd.,Athabasca,7.790081622,Mackay River(Brion),70.4,"273,342",3
2018,2018-05,14,,,19691,,,SAGD,35297,SHAMR,Petrochina Canada Ltd.,Athabasca,7.878606215,Mackay River(Brion),71,"278,089",0.1
2016,2016-08,20,,23.6,10006,155.1,,SAGD,35519,OSUM,Osum,Cold Lake,4.278787247,Orion,1398.3,151979.1,
2016,2016-06,20,,36.7,9536,410.2,,SAGD,35586,OSUM,Osum,Cold Lake,4.152929837,Orion,1230.2,147784.5,
2019,2019-10,15,,,10950,,,SAGD,35697,AOCHS,AOC,Athabasca,4.794452241,Hangingstone,71.4,171149,
2015,2015-04,16,,119.6,10289,,,SAGD,35777,PGFLB,Pengrowth,Cold Lake,3.291022165,Lindbergh,1106.3,117742.9,
2017,2017-05,20,,53.6,11279,,,SAGD,35912,OSUM,Osum,Cold Lake,4.668819145,Orion,1063.2,167667.1,
2016,2016-04,19,,43.8,15422,1.4,,SAGD,35966,COGGD,Connacher Oil And Gas Limited,Athabasca,5.395031349,GreatDivide,1089.9,194035,
2016,2016-01,20,,73.8,10290,,,SAGD,36038,OSUM,Osum,Cold Lake,4.184942644,Orion,1602.8,150817.8,
2015,2015-10,20,,29.5,10303,,,SAGD,36043,OSUM,Osum,Cold Lake,4.021135807,Orion,2272.7,144934.2,
2019,2019-01,14,,,20154,2470.7,,SAGD,36043,SHAMR,Petrochina Canada Ltd.,Athabasca,7.15649233,Mackay River(Brion),72.2,"257,944",
2019,2019-04,14,,,18038,2380.4,,SAGD,36379,SHAMR,Petrochina Canada Ltd.,Athabasca,6.644070965,Mackay River(Brion),73.1,"241,702",
2015,2015-12,15,,,11635,,,SAGD,36715,AOCHS,AOC,Athabasca,4.825523153,Hangingstone,183.6,177168.6,
2019,2019-03,14,,,18732,2535.7,,SAGD,36771,SHAMR,Petrochina Canada Ltd.,Athabasca,6.610047021,Mackay River(Brion),73.7,"243,059",0.2
2018,2018-04,20,,21.8,9333,,,SAGD,36873,OSUM,Osum,Cold Lake,3.924155681,Orion,504.9,144695,
2016,2016-05,6,,83.5,10471,,,SAGD,37003,COPSM,ConocoPhillips,Athabasca,4.165456855,Surmont,150.3,154134.4,0.9
2016,2016-11,15,,3.1,12577,,,SAGD,37033,AOCHS,AOC,Athabasca,5.111918193,Hangingstone,74.1,189311.2,
2018,2018-04,14,,,20441,,,SAGD,37128,SHAMR,Petrochina Canada Ltd.,Athabasca,7.398389334,Mackay River(Brion),74.3,"274,684",
2017,2017-07,20,,,12091,,,SAGD,37180,OSUM,Osum,Cold Lake,5.022127726,Orion,663.8,186720.7,
2017,2017-03,20,,52.9,11827,,,SAGD,37204,OSUM,Osum,Cold Lake,4.801134287,Orion,1023.2,178621.4,1.1
2016,2016-06,15,,9,13174,,,SAGD,37220,AOCHS,AOC,Athabasca,5.359415259,Hangingstone,74.4,199476.9,
2017,2017-09,14,,,14781,,,SAGD,37308,SHAMR,Petrochina Canada Ltd.,Athabasca,5.040485049,Mackay River(Brion),74.7,"188,048",
2016,2016-07,20,,,9951,381,,SAGD,37406,OSUM,Osum,Cold Lake,4.161305673,Orion,1127,155657.8,2.4
2017,2017-01,15,,1.1,13163,,,SAGD,37461,AOCHS,AOC,Athabasca,5.156049459,Hangingstone,74.9,193151.8,
2017,2017-04,20,,32.1,10519,,,SAGD,37654,OSUM,Osum,Cold Lake,4.186188068,Orion,987.5,157628.4,
2017,2017-01,20,,115,11065,,,SAGD,37758,OSUM,Osum,Cold Lake,4.371785738,Orion,1115.8,165067.7,
2015,2015-09,20,,7.4,9309,,,SAGD,37878,OSUM,Osum,Cold Lake,3.574999406,Orion,1894.4,135414.9,
2018,2018-02,14,,,18793,,,SAGD,38054,SHAMR,Petrochina Canada Ltd.,Athabasca,6.367854966,Mackay River(Brion),76.5,"242,325",
2015,2015-08,8,,18.2,27005,,,SAGD,38057,HSESR,Husky,Athabasca,9.236292308,Sunrise,756.6,351506.5,
2018,2018-02,20,,21.8,9450,,,SAGD,38085,OSUM,Osum,Cold Lake,3.719363105,Orion,568.7,141651.2,
2016,2016-11,20,,128.6,9438,,,SAGD,38339,OSUM,Osum,Cold Lake,3.882571885,Orion,604.5,148854.7,
2019,2019-08,14,,,17767,3709.8,,SAGD,38772,SHAMR,Petrochina Canada Ltd.,Athabasca,6.251479153,Mackay River(Brion),660.4,"242,384",
2019,2019-04,15,,0.3,11187,,,SAGD,38980,AOCHS,AOC,Athabasca,4.474834466,Hangingstone,78,174428.6,
2018,2018-12,15,,,13248,,,SAGD,39010,AOCHS,AOC,Athabasca,5.165915156,Hangingstone,78,201523.9,
2017,2017-09,20,,36,11790,,,SAGD,39085,OSUM,Osum,Cold Lake,4.663173381,Orion,516.8,182257.8,
2015,2015-08,20,,131.8,8926,,,SAGD,39115,OSUM,Osum,Cold Lake,3.354281127,Orion,1632.8,131201.7,
2016,2016-12,20,,21.9,10137,,,SAGD,39272,OSUM,Osum,Cold Lake,4.169905583,Orion,225,163762.2,
2016,2016-01,19,,200.6,13565,718.9,,SAGD,39502,COGGD,Connacher Oil And Gas Limited,Athabasca,4.487357538,GreatDivide,803.4,177258.7,
2017,2017-02,15,,0.4,13172,,,SAGD,39669,AOCHS,AOC,Athabasca,4.908001442,Hangingstone,79.3,194696,
2017,2017-08,20,,7.8,12243,,,SAGD,39953,OSUM,Osum,Cold Lake,4.768678776,Orion,475.5,190523.5,
2019,2019-05,14,,0.2,18354,2403.6,,SAGD,40390,SHAMR,Petrochina Canada Ltd.,Athabasca,6.226037504,Mackay River(Brion),297.7,"251,471",
2017,2017-07,15,,6.4,12659,,,SAGD,40530,AOCHS,AOC,Athabasca,4.906190013,Hangingstone,81.1,198846.9,0.1
2016,2016-10,20,,69.6,9672,,,SAGD,40895,OSUM,Osum,Cold Lake,3.649826627,Orion,772.6,149258.2,
2019,2019-06,15,,,12532,,,SAGD,40988,AOCHS,AOC,Athabasca,4.875461718,Hangingstone,82,199836.4,
2019,2019-02,15,,,12271,,,SAGD,41059,AOCHS,AOC,Athabasca,4.5068329,Hangingstone,82.2,185044.7,
2018,2018-03,15,,0.4,11759,,,SAGD,41095,AOCHS,AOC,Athabasca,4.539647352,Hangingstone,82.2,186555.9,
2017,2017-09,16,,59.8,7748,,2253.8,SAGD,41105,PGFLB,Pengrowth,Cold Lake,3.083072215,Lindbergh,67.7,126730.3,
2017,2017-10,14,,,16406,,,SAGD,41139,SHAMR,Petrochina Canada Ltd.,Athabasca,4.910116265,Mackay River(Brion),82.3,"201,996",0.5
2017,2017-04,15,,11,13430,,,SAGD,41353,AOCHS,AOC,Athabasca,4.892151552,Hangingstone,82.7,202307.1,
2015,2015-02,20,,87.5,6236,,,SAGD,41517,OSUM,Osum,Cold Lake,1.752053396,Orion,2230.4,72739.3,
2019,2019-07,14,,,21212,3361.5,,SAGD,41530,SHAMR,Petrochina Canada Ltd.,Athabasca,7.024184752,Mackay River(Brion),160.8,"291,717",
2016,2016-10,15,,2.3,13314,,,SAGD,41553,AOCHS,AOC,Athabasca,4.849913605,Hangingstone,83.1,201530.4,
2016,2016-05,19,,73.7,15955,,,SAGD,41574,COGGD,Connacher Oil And Gas Limited,Athabasca,4.933621337,GreatDivide,882.3,205108.4,2.1
2019,2019-06,14,,,17629,2166,,SAGD,41601,SHAMR,Petrochina Canada Ltd.,Athabasca,5.858946037,Mackay River(Brion),241.7,"243,739",
2018,2018-03,14,,,20773,,,SAGD,41650,SHAMR,Petrochina Canada Ltd.,Athabasca,6.583971381,Mackay River(Brion),83.5,"274,226",4.5
2019,2019-09,15,,,11911,,,SAGD,41711,AOCHS,AOC,Athabasca,4.520261993,Hangingstone,83.4,188545.1,
2017,2017-11,14,,,16475,,,SAGD,42032,SHAMR,Petrochina Canada Ltd.,Athabasca,4.795951627,Mackay River(Brion),84.1,"201,582",
2019,2019-07,15,,,13146,,,SAGD,42065,AOCHS,AOC,Athabasca,4.973961416,Hangingstone,84.1,209227.2,
2018,2018-01,14,,,19372,,,SAGD,42220,SHAMR,Petrochina Canada Ltd.,Athabasca,5.725447005,Mackay River(Brion),84.7,"241,728",
2016,2016-09,15,,1.1,12420,,,SAGD,42504,AOCHS,AOC,Athabasca,4.635989977,Hangingstone,85,197045.8,1
2015,2015-07,20,,150.8,8972,,,SAGD,42518,OSUM,Osum,Cold Lake,3.050658187,Orion,1582.2,129708.8,
2019,2019-09,14,,,18911,4019.1,,SAGD,42568,SHAMR,Petrochina Canada Ltd.,Athabasca,6.162937766,Mackay River(Brion),830.2,"262,346",
2015,2015-05,20,,193.7,8124,,,SAGD,42717,OSUM,Osum,Cold Lake,2.635618991,Orion,2167.4,112586,
2017,2017-08,15,,59.8,13132,,,SAGD,42741,AOCHS,AOC,Athabasca,4.904708316,Hangingstone,85.5,209634.1,
2016,2016-12,15,,28.6,13865,,,SAGD,42758,AOCHS,AOC,Athabasca,4.829351975,Hangingstone,85.5,206491.5,
2015,2015-04,20,,58.7,8299,,,SAGD,42881,OSUM,Osum,Cold Lake,2.434224549,Orion,1731.9,104383.2,
2018,2018-06,20,,32.1,11545,,,SAGD,43072,OSUM,Osum,Cold Lake,4.09664006,Orion,851.1,176451.3,
2019,2019-08,15,,,12404,,,SAGD,43136,AOCHS,AOC,Athabasca,4.593528824,Hangingstone,86.3,198146,
2017,2017-05,15,,0.8,13545,,,SAGD,43178,AOCHS,AOC,Athabasca,4.992120988,Hangingstone,86.4,215549.8,
2016,2016-08,15,,2.9,12184,,,SAGD,43294,AOCHS,AOC,Athabasca,4.367538839,Hangingstone,86.6,189089.1,
2018,2018-02,15,,,12618,,,SAGD,43308,AOCHS,AOC,Athabasca,4.529406739,Hangingstone,86.6,196160,
2017,2017-10,20,,33.9,11563,,,SAGD,43353,OSUM,Osum,Cold Lake,4.036036472,Orion,685.7,174975.5,
2017,2017-10,21,,,11507,153.8,,SAGD,43395,JCOS,Japan Canada Oil Sands Limited,Athabasca,3.404876632,Hangingstone,252.5,147753.6,
2016,2016-07,15,,34,12892,,,SAGD,43441,AOCHS,AOC,Athabasca,4.511888621,Hangingstone,86.9,195999.6,
2019,2019-01,15,,,14111,,,SAGD,43516,AOCHS,AOC,Athabasca,4.936897354,Hangingstone,87,214836,0.1
2019,2019-11,15,,,12792,,,SAGD,43640,AOCHS,AOC,Athabasca,4.578178885,Hangingstone,87.3,199793.1,
2018,2018-05,20,,57.2,10425,,,SAGD,43736,OSUM,Osum,Cold Lake,3.624796506,Orion,654.3,158534.1,
2018,2018-04,15,,8.5,13766,,,SAGD,43868,AOCHS,AOC,Athabasca,4.883962724,Hangingstone,87.8,214248.7,
2018,2018-03,20,,1.9,11611,,,SAGD,43871,OSUM,Osum,Cold Lake,4.080777182,Orion,387.2,179029,
2018,2018-09,15,,16.9,12680,,,SAGD,43985,AOCHS,AOC,Athabasca,4.564063448,Hangingstone,88,200751.7,
