Year,ProductionMonth,UID,CondINJ,Flare,Fuel,FuelINJ,GasConfidential,Method,Oil,Operation,Operator,Region,SOR,Scheme,SolutionGas,SteamINJ,Vent,k_14
2019,2019-04,12,NA,NA,2708,NA,NA,SAGD,132415,CNRLKB,CNRL,Athabasca,3.114841045,Kirby,1167.1,412452.3,NA,12
2015,2015-10,6,NA,411.9,52005,NA,NA,SAGD,132813,COPSM,ConocoPhillips,Athabasca,5.150730954,Surmont,1835.5,684083,17.7,14
2017,2017-05,12,NA,11,20127,NA,NA,SAGD,132990,CNRLKB,CNRL,Athabasca,2.597844804,Kirby,140.5,345487.9,NA,12
2019,2019-10,18,NA,NA,16273,838,3455,SAGD,133121,SUMR,Suncor,Athabasca,3.149670713,MackayRiver,133.1,419287,NA,12
2018,2018-11,11,NA,14.9,35281,NA,NA,SAGD,133266,HSETL,Husky,Cold Lake,3.626619323,TuckerLake,3147.8,483303.6,NA,14
2015,2015-09,6,NA,0.3,49597,NA,NA,SAGD,133455,COPSM,ConocoPhillips,Athabasca,4.986608929,Surmont,2021.8,665485.9,NA,14
2019,2019-07,18,NA,0.3,9130,1490.3,5097.4,SAGD,135393,SUMR,Suncor,Athabasca,2.928840539,MackayRiver,135.4,396544.8,NA,12
2019,2019-06,12,NA,294.9,9726,NA,NA,SAGD,136027,CNRLKB,CNRL,Athabasca,4.098591901,Kirby,1375.2,557520.8,NA,14
2019,2019-08,21,NA,NA,20567,188.2,NA,SAGD,136564,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.341948561,Hangingstone,1372,319826.8,0.3,12
2019,2019-06,21,NA,2.6,18948,153,NA,SAGD,136826,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.186652849,Hangingstone,1204.2,299191.4,NA,7
2019,2019-08,12,NA,78,12422,NA,NA,SAGD,136926,CNRLKB,CNRL,Athabasca,4.404192325,Kirby,939.4,603050.2,22.3,14
2018,2018-12,11,NA,75.2,37027,NA,NA,SAGD,137297,HSETL,Husky,Cold Lake,3.615040722,TuckerLake,4698.4,496332.8,NA,14
2018,2018-06,18,NA,NA,15979,697.7,3201,SAGD,137576,SUMR,Suncor,Athabasca,2.804926448,MackayRiver,137.6,385890,NA,12
2016,2016-09,7,NA,75,32275,NA,30821.2,SAGD,138139,CNOOCLK,Nexen,Athabasca,5.145418955,LongLake,11107.9,710782,NA,10
2018,2018-07,21,NA,NA,20689,138.9,NA,SAGD,138728,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.269300884,Hangingstone,757.9,314815.8,NA,12
2019,2019-01,12,NA,76.9,917,NA,NA,SAGD,139318,CNRLKB,CNRL,Athabasca,3.167471901,Kirby,1259.6,441284.9,NA,12
2019,2019-05,12,NA,181.3,7174,NA,NA,SAGD,140055,CNRLKB,CNRL,Athabasca,3.77883554,Kirby,1422.6,529243.3,NA,14
2015,2015-04,18,NA,NA,11480,NA,4164.4,SAGD,140146,SUMR,Suncor,Athabasca,2.879964095,MackayRiver,140.1,403616.6,3.4,12
2018,2018-08,21,NA,1.5,20305,176.1,NA,SAGD,140246,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.255752218,Hangingstone,723.6,316360,23.4,12
2015,2015-12,7,278,25.2,74808,NA,48749.8,SAGD,141807,CNOOCLK,Nexen,Athabasca,4.541294477,LongLake,3385.5,643987.8,NA,14
2015,2015-02,18,NA,NA,7912,116.3,6128.9,SAGD,142612,SUMR,Suncor,Athabasca,2.82642765,MackayRiver,142.6,403082.5,NA,12
2019,2019-07,21,NA,NA,19773,162,NA,SAGD,142810,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.194560741,Hangingstone,1316.7,313405,NA,12
2019,2019-03,12,NA,23.5,959,NA,NA,SAGD,143073,CNRLKB,CNRL,Athabasca,2.980464545,Kirby,1385.3,426424.6,NA,12
2016,2016-02,12,NA,14.8,20977,NA,NA,SAGD,144208,CNRLKB,CNRL,Athabasca,2.423039344,Kirby,741,349421.9,NA,12
2016,2016-05,2,NA,124.7,25450,223,16800.2,SAGD,146723,SUFB,Suncor,Athabasca,2.936433149,Firebag,386.3,430841.4,NA,12
2018,2018-12,12,NA,62.1,502,NA,NA,SAGD,147396,CNRLKB,CNRL,Athabasca,3.20804214,Kirby,1371,472852.9,NA,14
2018,2018-11,12,NA,65.2,217,NA,NA,SAGD,148882,CNRLKB,CNRL,Athabasca,3.161156248,Kirby,1376.4,470638,18.1,14
2019,2019-05,21,NA,NA,20648,180.5,NA,SAGD,148958,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.136753709,Hangingstone,1140.1,318287.2,NA,12
2016,2016-08,8,NA,6.8,54981,NA,NA,SAGD,149864,HSESR,Husky,Athabasca,4.881254417,Sunrise,1451.3,731524.8,0.1,14
2016,2016-09,8,NA,36.7,58489,NA,NA,SAGD,151091,HSESR,Husky,Athabasca,5.244659193,Sunrise,1172,792422.9,NA,10
2018,2018-04,12,NA,84.2,25083,175.9,NA,SAGD,151201,CNRLKB,CNRL,Athabasca,2.747272348,Kirby,877.4,415391.7,18.3,12
2016,2016-07,8,NA,13.7,56813,NA,NA,SAGD,152382,HSESR,Husky,Athabasca,5.063732146,Sunrise,835.9,771619.1,NA,10
2015,2015-11,7,680.5,15.3,76194,NA,46768.6,SAGD,152886,CNOOCLK,Nexen,Athabasca,4.531355348,LongLake,2829.1,692781.7,NA,14
2015,2015-01,18,NA,NA,9527,72.1,5838.9,SAGD,153230,SUMR,Suncor,Athabasca,2.882002296,MackayRiver,153.3,441609.5,NA,14
2016,2016-08,18,NA,0.5,14421,NA,7399.5,SAGD,154066,SUMR,Suncor,Athabasca,3.181056999,MackayRiver,154.1,490094,NA,14
2018,2018-10,12,NA,78.1,106,NA,NA,SAGD,154321,CNRLKB,CNRL,Athabasca,2.784878273,Kirby,1198.1,429765.2,NA,12
2019,2019-01,18,NA,NA,13810,1461.8,4032.3,SAGD,154768,SUMR,Suncor,Athabasca,3.206321187,MackayRiver,154.8,496237.2,24.9,14
2017,2017-04,7,NA,15.6,24688,NA,30978.7,SAGD,156054,CNOOCLK,Nexen,Athabasca,4.355803304,LongLake,1160.5,679741.4,NA,14
2018,2018-01,18,NA,NA,14207,NA,6278,SAGD,156181,SUMR,Suncor,Athabasca,3.009412132,MackayRiver,156.2,470014.2,NA,14
2016,2016-04,18,NA,NA,11131,NA,7375.7,SAGD,156436,SUMR,Suncor,Athabasca,2.921909669,MackayRiver,156.4,457090.4,NA,14
2015,2015-05,18,NA,NA,12121,NA,6226.7,SAGD,157187,SUMR,Suncor,Athabasca,3.01285985,MackayRiver,157.2,473582.1,NA,14
2015,2015-06,18,NA,NA,11780,NA,6087.1,SAGD,158119,SUMR,Suncor,Athabasca,2.910365894,MackayRiver,158.1,460185.6,NA,14
2017,2017-02,18,NA,NA,12473,696.7,8290.1,SAGD,158655,SUMR,Suncor,Athabasca,2.992812698,MackayRiver,158.7,474824.1,NA,14
2017,2017-11,18,NA,0.1,12102,95.4,8145.4,SAGD,158940,SUMR,Suncor,Athabasca,3.272826395,MackayRiver,158.9,520182.7,NA,14
2015,2015-07,12,NA,26.5,24358,NA,NA,SAGD,159295,CNRLKB,CNRL,Athabasca,2.540151003,Kirby,700.1,404633.1,15.7,12
2016,2016-11,7,NA,74.9,39385,NA,19220.9,SAGD,159620,CNOOCLK,Nexen,Athabasca,4.575336235,LongLake,1039.9,730317,NA,14
2019,2019-09,12,NA,4.2,11789,NA,NA,SAGD,159810,CNRLKB,CNRL,Athabasca,3.711781395,Kirby,1142.2,593178.3,NA,14
2015,2015-10,18,NA,0.1,12287,NA,8060.1,SAGD,160640,SUMR,Suncor,Athabasca,3.121960679,MackayRiver,160.6,501512.7,NA,14
2016,2016-11,8,NA,16.1,56430,NA,NA,SAGD,161012,HSESR,Husky,Athabasca,4.771710467,Sunrise,1040.2,768303.6,NA,10
2017,2017-02,8,NA,4.1,54444,NA,NA,SAGD,161035,HSESR,Husky,Athabasca,4.651787311,Sunrise,1247.8,749101.5,NA,10
2018,2018-02,18,NA,NA,12284,NA,7722.6,SAGD,162200,SUMR,Suncor,Athabasca,3.031142417,MackayRiver,162.2,491651.3,NA,14
2016,2016-10,8,NA,0.8,58264,NA,NA,SAGD,162338,HSESR,Husky,Athabasca,4.895973768,Sunrise,1051.9,794802.1,NA,10
2016,2016-11,18,NA,NA,14844,1023.4,8122.1,SAGD,162457,SUMR,Suncor,Athabasca,3.301533944,MackayRiver,162.5,536357.3,NA,14
2017,2017-11,12,NA,4.3,29780,151.4,NA,SAGD,163056,CNRLKB,CNRL,Athabasca,3.045658603,Kirby,573.3,496612.3,NA,14
2019,2019-11,18,NA,NA,13986,1331.7,6597.2,SAGD,163244,SUMR,Suncor,Athabasca,3.100270822,MackayRiver,163.2,506100.3,NA,14
2015,2015-11,18,NA,0.3,14077,NA,7425.4,SAGD,163350,SUMR,Suncor,Athabasca,3.026247934,MackayRiver,163.4,494337.6,NA,14
2015,2015-11,6,NA,1.4,64443,NA,NA,SAGD,164499,COPSM,ConocoPhillips,Athabasca,5.486461283,Surmont,1821.1,902515.2,6.8,10
2019,2019-02,18,NA,NA,15226,1417.6,4115.1,SAGD,165392,SUMR,Suncor,Athabasca,2.958938739,MackayRiver,165.4,489384.5,NA,14
2015,2015-09,12,NA,13.5,26167,NA,NA,SAGD,166216,CNRLKB,CNRL,Athabasca,2.598870145,Kirby,601.8,431973.8,26.9,14
2017,2017-02,7,NA,14.2,35586,NA,27932.2,SAGD,166256,CNOOCLK,Nexen,Athabasca,4.581131703,LongLake,514.8,761638.8,NA,10
2016,2016-01,12,NA,20.7,24149,NA,NA,SAGD,166298,CNRLKB,CNRL,Athabasca,2.445061811,Kirby,913.8,406608.4,NA,12
2016,2016-10,18,NA,NA,14680,726.3,8797.6,SAGD,166440,SUMR,Suncor,Athabasca,3.284865158,MackayRiver,166.4,546732.3,NA,14
2017,2017-04,18,NA,NA,10772,NA,8224.4,SAGD,166800,SUMR,Suncor,Athabasca,2.947246971,MackayRiver,166.8,491600.5,NA,14
2015,2015-08,18,NA,0.2,12925,NA,5683.7,SAGD,166833,SUMR,Suncor,Athabasca,2.825607225,MackayRiver,166.8,471403.4,NA,14
2016,2016-10,7,NA,75.7,40382,NA,34998.7,SAGD,166953,CNOOCLK,Nexen,Athabasca,5.344822423,LongLake,2025.6,892332,NA,10
2016,2016-12,18,NA,0.1,15008,666,8356.4,SAGD,167309,SUMR,Suncor,Athabasca,3.202915685,MackayRiver,167.3,535876.3,NA,14
2015,2015-07,18,NA,NA,13795,NA,5088.6,SAGD,167356,SUMR,Suncor,Athabasca,2.847864524,MackayRiver,167.4,476607.5,12.8,14
2018,2018-02,12,NA,7.6,29133,246.9,NA,SAGD,167764,CNRLKB,CNRL,Athabasca,2.892920135,Kirby,765.7,485329.3,NA,14
2017,2017-02,12,NA,5.6,26445,NA,NA,SAGD,167946,CNRLKB,CNRL,Athabasca,2.673768367,Kirby,1328.5,449047.9,NA,14
2019,2019-06,18,NA,NA,15899,1550.4,3989.6,SAGD,168446,SUMR,Suncor,Athabasca,3.022899313,MackayRiver,168.4,509195.6,NA,14
2017,2017-04,12,NA,11.1,26655,NA,NA,SAGD,169326,CNRLKB,CNRL,Athabasca,2.697796435,Kirby,1615.4,456806,NA,14
2015,2015-08,12,NA,17.5,23138,NA,NA,SAGD,169930,CNRLKB,CNRL,Athabasca,2.291460847,Kirby,903.3,389388.4,NA,12
2017,2017-01,8,NA,2.6,60432,NA,NA,SAGD,171522,HSESR,Husky,Athabasca,4.841895224,Sunrise,1052,830490.1,NA,10
2016,2016-12,8,NA,0.6,59742,NA,NA,SAGD,171856,HSESR,Husky,Athabasca,4.781298169,Sunrise,1185.6,821694.3,NA,10
2016,2016-02,18,NA,NA,12426,NA,8075.5,SAGD,172417,SUMR,Suncor,Athabasca,2.8351024,MackayRiver,172.4,488819,NA,14
2017,2017-10,12,NA,1.5,31770,172.4,NA,SAGD,172477,CNRLKB,CNRL,Athabasca,3.066129474,Kirby,880.8,528836.2,NA,14
2018,2018-08,12,NA,114.6,27851,117.9,NA,SAGD,173384,CNRLKB,CNRL,Athabasca,2.732028134,Kirby,1427,473688.6,NA,14
2017,2017-09,12,NA,5.9,28198,89.7,NA,SAGD,173638,CNRLKB,CNRL,Athabasca,2.774422836,Kirby,1313.9,481744.4,NA,14
2018,2018-09,12,NA,129.6,31234,NA,NA,SAGD,173793,CNRLKB,CNRL,Athabasca,2.998481524,Kirby,1216.1,521114.2,20.8,14
2017,2017-01,18,NA,NA,14655,848.7,8907.2,SAGD,173946,SUMR,Suncor,Athabasca,3.118669724,MackayRiver,174,542479.5,NA,14
2017,2017-06,18,NA,NA,13935,72,7665.2,SAGD,174067,SUMR,Suncor,Athabasca,3.051681883,MackayRiver,174.1,531196.5,NA,14
2017,2017-12,18,NA,NA,13659,372,8255.3,SAGD,175016,SUMR,Suncor,Athabasca,3.123326509,MackayRiver,175,546631.8,NA,14
2015,2015-12,12,NA,41.6,26240,NA,NA,SAGD,175531,CNRLKB,CNRL,Athabasca,2.505061778,Kirby,1026.3,439716.5,NA,14
2017,2017-03,18,NA,NA,12847,547.8,8659.3,SAGD,176548,SUMR,Suncor,Athabasca,2.886497723,MackayRiver,176.5,509605.4,NA,14
2017,2017-03,12,NA,5.7,29400,NA,NA,SAGD,177026,CNRLKB,CNRL,Athabasca,2.80077582,Kirby,1267.6,495809.3,NA,14
2018,2018-07,12,NA,186.9,29302,176.4,NA,SAGD,177512,CNRLKB,CNRL,Athabasca,2.816233832,Kirby,1403,499915.3,NA,14
2018,2018-01,12,NA,3,28932,246.9,NA,SAGD,177615,CNRLKB,CNRL,Athabasca,2.698132424,Kirby,767.6,479229.6,17.2,14
2015,2015-02,7,1123.7,26.4,72839,215.8,44776.8,SAGD,177694,CNOOCLK,Nexen,Athabasca,3.329612705,LongLake,2639.7,591652.2,1.6,14
2017,2017-03,7,NA,26.7,34698,NA,22256.1,SAGD,178126,CNOOCLK,Nexen,Athabasca,3.970001044,LongLake,636,707161.2,NA,14
2019,2019-04,18,NA,NA,15204,1604.6,4873.6,SAGD,178156,SUMR,Suncor,Athabasca,2.820010092,MackayRiver,178.2,502402,18.5,14
2017,2017-07,18,NA,NA,13579,132.5,7601.9,SAGD,178420,SUMR,Suncor,Athabasca,2.918022129,MackayRiver,178.4,520633.8,18.1,14
2019,2019-05,18,NA,NA,15373,1761.9,4926.6,SAGD,178454,SUMR,Suncor,Athabasca,2.888015462,MackayRiver,178.5,515378.2,NA,14
2017,2017-03,8,NA,0.6,59808,NA,NA,SAGD,178558,HSESR,Husky,Athabasca,4.591402233,Sunrise,1645.5,819831.6,11.1,10
2018,2018-11,18,NA,NA,16878,1240.2,4086.5,SAGD,178664,SUMR,Suncor,Athabasca,2.642422048,MackayRiver,178.7,472104.9,NA,14
2016,2016-12,7,NA,88.8,41250,NA,26646.3,SAGD,179271,CNOOCLK,Nexen,Athabasca,4.49039863,LongLake,1294.3,804999.6,NA,10
2018,2018-09,18,NA,0.5,16639,1342.5,4793.9,SAGD,179349,SUMR,Suncor,Athabasca,2.72342574,MackayRiver,179.3,488444.5,NA,14
2018,2018-06,12,NA,105.6,29363,248.6,NA,SAGD,179357,CNRLKB,CNRL,Athabasca,2.821604139,Kirby,1518.2,506075.3,16,14
2018,2018-04,18,NA,NA,12750,80.8,7877.5,SAGD,179646,SUMR,Suncor,Athabasca,2.864314593,MackayRiver,179.6,514561.8,4.3,14
2018,2018-05,12,NA,91.2,30094,266.3,NA,SAGD,179790,CNRLKB,CNRL,Athabasca,2.856781165,Kirby,1459.4,513620.4,10.7,14
2018,2018-03,18,NA,NA,14370,NA,7309.9,SAGD,180150,SUMR,Suncor,Athabasca,2.942522311,MackayRiver,180.1,530095.1,NA,14
2016,2016-01,18,NA,0.3,14702,NA,8056.5,SAGD,180278,SUMR,Suncor,Athabasca,2.89387367,MackayRiver,180.3,521700.6,NA,14
2017,2017-08,18,NA,0.1,12963,567.2,8242,SAGD,180344,SUMR,Suncor,Athabasca,2.98286777,MackayRiver,180.3,537943.2,NA,14
2016,2016-03,18,NA,NA,12168,NA,8082.5,SAGD,180528,SUMR,Suncor,Athabasca,2.82511141,MackayRiver,180.5,510010.3,NA,14
2017,2017-07,12,NA,8.4,28318,169.1,NA,SAGD,180806,CNRLKB,CNRL,Athabasca,2.701364891,Kirby,1119.8,488421.9,NA,14
2018,2018-10,18,NA,NA,16416,1428.9,4751.4,SAGD,180977,SUMR,Suncor,Athabasca,2.715006959,MackayRiver,181,491353,NA,14
2015,2015-12,18,NA,NA,15268,NA,8119.9,SAGD,181362,SUMR,Suncor,Athabasca,2.945702428,MackayRiver,181.4,534237.6,NA,14
2018,2018-07,18,NA,NA,16129,1453.6,5564,SAGD,181396,SUMR,Suncor,Athabasca,2.914190595,MackayRiver,181.4,528623.1,0.2,14
2018,2018-12,18,NA,NA,16707,1455.4,4586.7,SAGD,181446,SUMR,Suncor,Athabasca,2.98698732,MackayRiver,181.4,541977.2,20.3,14
2017,2017-12,12,NA,3.9,29563,178.2,NA,SAGD,181452,CNRLKB,CNRL,Athabasca,2.740989884,Kirby,850.9,497357,0.2,14
2017,2017-06,8,NA,26.1,52257,NA,NA,SAGD,181457,HSESR,Husky,Athabasca,3.980091096,Sunrise,897,722213.4,0.8,10
2016,2016-04,12,NA,23.9,28195,NA,NA,SAGD,181867,CNRLKB,CNRL,Athabasca,2.673242366,Kirby,842.8,486173.5,6,14
2017,2017-04,8,NA,6.5,56401,NA,NA,SAGD,181972,HSESR,Husky,Athabasca,4.327074844,Sunrise,125,787404.3,2.5,10
2018,2018-08,18,NA,0.1,17307,1432.7,5287.7,SAGD,183138,SUMR,Suncor,Athabasca,2.907206739,MackayRiver,183.1,532420.9,NA,14
2016,2016-08,12,NA,7.4,27138,NA,NA,SAGD,183314,CNRLKB,CNRL,Athabasca,2.50467641,Kirby,511.9,459141.5,NA,14
2019,2019-03,18,NA,NA,17665,1558.3,4316.1,SAGD,184555,SUMR,Suncor,Athabasca,2.942671197,MackayRiver,184.6,543083.8,0.2,14
2018,2018-05,18,NA,NA,13168,1323.6,8264.9,SAGD,184573,SUMR,Suncor,Athabasca,2.83492746,MackayRiver,184.6,523252.2,54.9,14
2018,2018-03,12,NA,21.7,28728,139.3,NA,SAGD,184938,CNRLKB,CNRL,Athabasca,2.6048651,Kirby,1144.4,481737.5,1.1,14
2016,2016-07,12,NA,6,28532,NA,NA,SAGD,186168,CNRLKB,CNRL,Athabasca,2.596721345,Kirby,729.3,483425.9,23.2,14
2016,2016-06,12,NA,9.7,27454,NA,NA,SAGD,186791,CNRLKB,CNRL,Athabasca,2.477091484,Kirby,552.3,462697.9,13.9,14
2017,2017-08,12,NA,5.2,29844,155.7,NA,SAGD,187211,CNRLKB,CNRL,Athabasca,2.725527639,Kirby,1173.7,510249.3,NA,14
2016,2016-11,12,NA,5.1,28544,NA,NA,SAGD,188047,CNRLKB,CNRL,Athabasca,2.571489954,Kirby,1135.4,483560.2,12.9,14
2016,2016-03,12,NA,28.2,31494,NA,NA,SAGD,189037,CNRLKB,CNRL,Athabasca,2.794330942,Kirby,769.8,528231.1,NA,14
2016,2016-09,12,NA,11.7,29165,NA,NA,SAGD,189042,CNRLKB,CNRL,Athabasca,2.601224489,Kirby,848.4,491741.2,11.1,14
2017,2017-01,12,NA,6.1,29505,NA,NA,SAGD,189567,CNRLKB,CNRL,Athabasca,2.639973962,Kirby,1287.6,500453,NA,14
2018,2018-02,7,NA,16.2,29806,NA,32762.9,SAGD,189933,CNOOCLK,Nexen,Athabasca,3.907102835,LongLake,1703.7,742086.2,0.5,10
2016,2016-12,12,NA,5.1,29721,NA,NA,SAGD,190635,CNRLKB,CNRL,Athabasca,2.615543235,Kirby,1001.8,498613.3,NA,14
2016,2016-05,12,NA,12.9,28304,NA,NA,SAGD,191093,CNRLKB,CNRL,Athabasca,2.513452372,Kirby,743.5,480302.4,6.1,14
2015,2015-01,7,1120.8,20.8,119111,295.2,52307.6,SAGD,191243,CNOOCLK,Nexen,Athabasca,3.473202707,LongLake,3668.2,664226.4,7.1,10
2017,2017-05,8,NA,13,62375,NA,NA,SAGD,193351,HSESR,Husky,Athabasca,4.485196885,Sunrise,743.8,867218.2,NA,10
2018,2018-09,7,NA,1.3,33118,NA,23343.6,SAGD,193953,CNOOCLK,Nexen,Athabasca,3.344720433,LongLake,3374.2,648719.9,14.7,10
2019,2019-10,12,NA,1.2,14722,NA,NA,SAGD,194094,CNRLKB,CNRL,Athabasca,3.006063051,Kirby,1356.7,583457.9,7.8,14
2019,2019-02,7,NA,3.3,24917,NA,34233.9,SAGD,194687,CNOOCLK,Nexen,Athabasca,3.185798194,LongLake,3853,620231.9,7.9,10
2016,2016-06,6,NA,133,55129,NA,1496.7,SAGD,194697,COPSM,ConocoPhillips,Athabasca,3.679034108,Surmont,804.2,716295.8,NA,10
2017,2017-09,8,NA,7.1,63015,NA,NA,SAGD,194705,HSESR,Husky,Athabasca,4.47990369,Sunrise,535.7,872259.2,NA,10
2017,2017-08,8,NA,8.3,62955,NA,NA,SAGD,195538,HSESR,Husky,Athabasca,4.460542392,Sunrise,732.5,872204.2,1.4,10
2017,2017-05,7,NA,9.8,33920,NA,24169.1,SAGD,195763,CNOOCLK,Nexen,Athabasca,3.837887484,LongLake,1289.6,751315.6,5.3,10
2019,2019-03,7,NA,63.8,28713,NA,24540.5,SAGD,195879,CNOOCLK,Nexen,Athabasca,3.033437479,LongLake,4076.5,594186.7,NA,10
2016,2016-10,12,NA,11.4,28866,NA,NA,SAGD,196873,CNRLKB,CNRL,Athabasca,2.48897437,Kirby,1300.2,490012.1,17.1,14
2015,2015-11,12,NA,13.8,26657,NA,NA,SAGD,197006,CNRLKB,CNRL,Athabasca,2.252252344,Kirby,564.1,443707,14.7,14
2017,2017-06,7,NA,19.1,27273,NA,31480.3,SAGD,197759,CNOOCLK,Nexen,Athabasca,3.76266266,LongLake,514,744098.9,10.4,10
2019,2019-02,8,NA,1.6,61931,NA,NA,SAGD,198585,HSESR,Husky,Athabasca,4.45690483,Sunrise,517.4,885074,28.2,10
2017,2017-06,12,NA,6.1,29946,NA,NA,SAGD,198776,CNRLKB,CNRL,Athabasca,2.562059303,Kirby,1208.6,509275.9,7.8,14
2017,2017-09,7,NA,18.1,34691,NA,29751.7,SAGD,199993,CNOOCLK,Nexen,Athabasca,4.059388079,LongLake,1455.1,811849.2,4.7,10
2017,2017-07,8,NA,8.7,60994,NA,NA,SAGD,200764,HSESR,Husky,Athabasca,4.262048083,Sunrise,420.4,855667.1,557.8,10
2015,2015-07,7,4.2,23.2,103524,NA,35496.7,SAGD,201492,CNOOCLK,Nexen,Athabasca,3.941730718,LongLake,175.2,794227.6,22.3,10
2017,2017-01,7,NA,12.7,42588,NA,28464.9,SAGD,201567,CNOOCLK,Nexen,Athabasca,4.317309538,LongLake,1179.1,870226.7,0.3,10
2018,2018-06,7,NA,9.1,30311,NA,27382.2,SAGD,204387,CNOOCLK,Nexen,Athabasca,3.421722157,LongLake,3607.5,699354.5,0.9,10
2018,2018-01,7,NA,5.5,28872,NA,35111.5,SAGD,207785,CNOOCLK,Nexen,Athabasca,3.477694754,LongLake,1688,722613.5,NA,10
2015,2015-09,7,NA,22.5,132035,NA,63968.2,SAGD,208067,CNOOCLK,Nexen,Athabasca,4.174078291,LongLake,1337,868489.2,0.7,10
2019,2019-01,7,NA,19.3,27043,NA,38382.9,SAGD,208398,CNOOCLK,Nexen,Athabasca,3.326392601,LongLake,4304.1,693212.9,26.9,10
2019,2019-06,8,NA,194.9,40533,NA,NA,SAGD,209369,HSESR,Husky,Athabasca,2.732346334,Sunrise,923.2,572067.8,NA,14
2019,2019-11,12,NA,0.7,16843,NA,NA,SAGD,209440,CNRLKB,CNRL,Athabasca,2.994469063,Kirby,920.3,627161.9,NA,10
2017,2017-08,7,NA,15.6,35234,NA,31331.4,SAGD,210050,CNOOCLK,Nexen,Athabasca,4.041348825,LongLake,1177.4,848883.3,1.2,10
2018,2018-02,8,NA,31.4,57429,NA,NA,SAGD,211042,HSESR,Husky,Athabasca,3.81191629,Sunrise,661.6,804475.2,NA,10
2017,2017-11,7,NA,NA,32233,NA,34601.9,SAGD,212004,CNOOCLK,Nexen,Athabasca,3.822796268,LongLake,1429.9,810448.1,1,10
2017,2017-07,7,NA,20.1,32528,NA,31897.2,SAGD,212339,CNOOCLK,Nexen,Athabasca,3.861648801,LongLake,1048.4,819977.1,22.8,10
2015,2015-12,6,NA,51.2,72340,NA,NA,SAGD,212775,COPSM,ConocoPhillips,Athabasca,4.622393076,Surmont,2356.8,983528.3,13.1,10
2018,2018-08,7,NA,0.8,28283,NA,34365.4,SAGD,213881,CNOOCLK,Nexen,Athabasca,3.2615604,LongLake,3932.9,697585.8,NA,10
2018,2018-11,7,NA,6.8,29995,NA,31875.1,SAGD,214408,CNOOCLK,Nexen,Athabasca,3.179183912,LongLake,4297.2,681643.1,5.8,10
2017,2017-12,7,NA,1.9,36267,NA,28158.6,SAGD,216949,CNOOCLK,Nexen,Athabasca,3.698685083,LongLake,251.6,802426.4,5.6,10
2017,2017-10,8,NA,2.1,66993,NA,NA,SAGD,217188,HSESR,Husky,Athabasca,4.29108403,Sunrise,840.9,931971.1,12.2,10
2017,2017-10,7,NA,4.8,39032,NA,33385.3,SAGD,219412,CNOOCLK,Nexen,Athabasca,4.238220204,LongLake,1958,929915.1,20.3,10
2018,2018-03,7,NA,22.9,35002,NA,28299.4,SAGD,220858,CNOOCLK,Nexen,Athabasca,3.447713166,LongLake,2564.4,761454,18.4,10
2015,2015-03,7,1210.5,29.2,116722,240.5,64055.4,SAGD,222104,CNOOCLK,Nexen,Athabasca,3.393969942,LongLake,2948,753814.3,NA,10
2018,2018-04,7,NA,0.8,33320,NA,32756,SAGD,222182,CNOOCLK,Nexen,Athabasca,3.519141497,LongLake,3442.1,781890.6,1.5,10
2019,2019-04,7,NA,3.7,24470,NA,33240.7,SAGD,222537,CNOOCLK,Nexen,Athabasca,2.812460063,LongLake,4168.2,625875.3,24.3,10
2015,2015-05,7,1147.2,29.2,118980,289.2,62394.8,SAGD,222549,CNOOCLK,Nexen,Athabasca,3.324884396,LongLake,2530.2,739948.7,26.8,10
2017,2017-11,8,NA,7.8,69609,NA,NA,SAGD,222568,HSESR,Husky,Athabasca,4.337697547,Sunrise,869.2,965431.8,9.1,10
2019,2019-11,8,NA,0.6,47387,NA,NA,SAGD,223162,HSESR,Husky,Athabasca,2.928300165,Sunrise,1052,653486.2,1.9,10
2016,2016-07,3,NA,1518.8,121663,NA,17115.6,CSS,223257,CNRLWL,Canadian Natural Resources Limited,Cold Lake,9.517951493,"CNRL Wolf Lake, Primrose, and Burnt Lake",11234,2124951.2,NA,2
2019,2019-04,8,NA,0.1,59784,NA,NA,SAGD,223274,HSESR,Husky,Athabasca,3.814193854,Sunrise,719.9,851610.7,1.3,10
2018,2018-10,7,NA,18.2,41077,NA,21788.4,SAGD,223287,CNOOCLK,Nexen,Athabasca,3.408346922,LongLake,4458.7,761039.9,17.5,10
2019,2019-01,8,NA,14.5,69551,NA,NA,SAGD,225048,HSESR,Husky,Athabasca,4.371390319,Sunrise,921.8,983770.9,16.2,10
2018,2018-06,8,NA,0.3,62893,NA,NA,SAGD,225427,HSESR,Husky,Athabasca,3.995931712,Sunrise,490.4,900788.9,NA,10
2019,2019-03,8,NA,15.8,62147,NA,NA,SAGD,225623,HSESR,Husky,Athabasca,3.911788053,Sunrise,432.2,882587.4,1.5,10
2019,2019-08,7,NA,29.8,31758,NA,33062.2,SAGD,225778,CNOOCLK,Nexen,Athabasca,2.911954663,LongLake,2257.8,657455.3,15.7,10
